# Chunk-averaged data for fix 4 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_atemp
100000 21 11520
  9 82.8361 559.14 385.622
  10 92.8361 560.62 378.649
  11 102.836 569.696 378.215
  12 112.836 590.284 377.98
  13 122.836 570.85 376.096
  14 132.836 569.431 374.228
  15 142.836 589.391 370.96
  16 152.836 570.041 369.704
  17 162.836 570.138 372.695
  18 172.836 575.464 370.978
  19 182.836 557.019 373.188
  20 192.836 579.531 375.091
  21 202.836 23.3389 373.387
600000 21 11520.000000000002
  1 2.83609 573.05 382.431
  2 12.8361 584.681 383.61
  3 22.8361 572.888 389.001
  4 32.8361 566.614 391.762
  5 42.8361 573.715 392.894
  6 52.8361 595.468 392.06
  7 62.8361 606.399 390.524
  8 72.8361 561.331 387.014
  9 82.8361 557.477 386.46
  10 92.8361 560.677 385.26
  11 102.836 569.965 383.46
  12 112.836 590.922 381.294
  13 122.836 571.237 379.145
  14 132.836 568.733 378.19
  15 142.836 591.072 373.9
  16 152.836 569.431 371.861
  17 162.836 569.887 374.005
  18 172.836 574.818 374.723
  19 182.836 557.939 378.426
  20 192.836 579.153 382.31
  21 202.836 24.5432 380.899
700000 21 11520
  1 2.83609 572.672 386.762
  2 12.8361 585.275 387.735
  3 22.8361 572.081 387.678
  4 32.8361 567.096 392.04
  5 42.8361 575.543 394.753
  6 52.8361 594.096 397.755
  7 62.8361 607.383 392.044
  8 72.8361 561.674 387.577
  9 82.8361 556.12 385.387
  10 92.8361 562.786 384.039
  11 102.836 569.745 383.223
  12 112.836 589.733 379.182
  13 122.836 572.957 377.089
  14 132.836 567.404 375.306
  15 142.836 590.554 374.276
  16 152.836 567.834 374.16
  17 162.836 569.85 375.443
  18 172.836 575.203 382.732
  19 182.836 558.375 385.907
  20 192.836 577.942 387.123
  21 202.836 25.677 386.587
800000 21 11520
  1 2.83609 571.685 387.854
  2 12.8361 587.911 391.125
  3 22.8361 571.279 393.31
  4 32.8361 567.393 395.258
  5 42.8361 576.008 397.609
  6 52.8361 595.724 396.913
  7 62.8361 605.63 394.21
  8 72.8361 563.084 390.418
  9 82.8361 554.709 386.976
  10 92.8361 564.044 385.092
  11 102.836 567.509 382.968
  12 112.836 592.191 377.577
  13 122.836 573.407 377.335
  14 132.836 566.317 376.712
  15 142.836 589.966 377.428
  16 152.836 567.184 376.348
  17 162.836 569.032 381.555
  18 172.836 574.826 382.969
  19 182.836 557.032 383.297
  20 192.836 577.447 385.882
  21 202.836 27.6216 386.49
900000 21 11520
  1 2.83609 571.603 389.74
  2 12.8361 587.58 390.105
  3 22.8361 571.342 394.137
  4 32.8361 567.123 396.028
  5 42.8361 575.431 398.283
  6 52.8361 594.971 398.573
  7 62.8361 605.606 397.095
  8 72.8361 562.033 394.933
  9 82.8361 556.69 394.152
  10 92.8361 562.519 391.021
  11 102.836 568.44 387.515
  12 112.836 593.852 385.177
  13 122.836 571.927 384.643
  14 132.836 567.17 382.062
  15 142.836 588.662 376.142
  16 152.836 570.851 375.526
  17 162.836 568.586 379.399
  18 172.836 574.785 382.637
  19 182.836 558.183 384.71
  20 192.836 576.003 386.162
  21 202.836 26.6443 390.223
1000000 21 11519.999999999998
  1 2.83609 571.081 393.998
  2 12.8361 587.315 392.322
  3 22.8361 570.703 396.242
  4 32.8361 566.928 399.838
  5 42.8361 575.117 400.691
  6 52.8361 595.004 403.544
  7 62.8361 606.178 401.085
  8 72.8361 564.771 398.505
  9 82.8361 556.747 395.466
  10 92.8361 561.309 393.044
  11 102.836 571.207 387.61
  12 112.836 593.219 385.301
  13 122.836 572.509 387.476
  14 132.836 565.125 384.26
  15 142.836 586.984 382.411
  16 152.836 572.174 381.639
  17 162.836 568.64 385.076
  18 172.836 574.36 387.79
  19 182.836 558.506 387.679
  20 192.836 574.826 390.592
  21 202.836 27.2972 393.086
