# Chunk-averaged data for fix 4 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_atemp
100000 21 11519.999999999996
  1 2.83609 570.372 395.791
  2 12.8361 586.801 396.425
  3 22.8361 571.973 394.036
  4 32.8361 567.837 397.453
  5 42.8361 576.091 400.489
  6 52.8361 594.084 402.574
  7 62.8361 608.645 401.02
  8 72.8361 564.668 398.601
  9 82.8361 555.879 398.575
  10 92.8361 561.209 393.313
  11 102.836 570.724 391.072
  12 112.836 591.872 390.279
  13 122.836 572.637 389.96
  14 132.836 564.152 387.492
  15 142.836 588.774 385.41
  16 152.836 570.669 387.129
  17 162.836 568.31 390.132
  18 172.836 575.171 389.908
  19 182.836 557.648 393.748
  20 192.836 574.482 393.035
  21 202.836 28.0026 392.706
200000 21 11520
  1 2.83609 570.309 394.564
  2 12.8361 586.329 395.282
  3 22.8361 571.79 396.631
  4 32.8361 566.914 399.785
  5 42.8361 575.955 403.146
  6 52.8361 595.502 407.738
  7 62.8361 611.463 407.314
  8 72.8361 563.617 407.258
  9 82.8361 554.881 405.895
  10 92.8361 560.272 402.284
  11 102.836 571.197 399.153
  12 112.836 591.989 396.592
  13 122.836 572.447 391.907
  14 132.836 562.918 386.917
  15 142.836 590.099 384.979
  16 152.836 570.726 385.359
  17 162.836 568.445 387.076
  18 172.836 574.907 386.561
  19 182.836 558.132 388.83
  20 192.836 575.095 392.703
  21 202.836 27.0128 392.152
300000 21 11520
  1 2.83609 570.038 394.499
  2 12.8361 586.561 396.257
  3 22.8361 570.637 399.412
  4 32.8361 566.068 402.604
  5 42.8361 575.822 405.941
  6 52.8361 595.558 408.867
  7 62.8361 611.401 410.341
  8 72.8361 564.399 408.432
  9 82.8361 557.471 406.07
  10 92.8361 559.375 403.792
  11 102.836 571.259 402.332
  12 112.836 591.482 401.765
  13 122.836 571.484 396.842
  14 132.836 563.975 390.843
  15 142.836 589.972 385.744
  16 152.836 570.618 383.398
  17 162.836 568.81 384.879
  18 172.836 574.319 386.969
  19 182.836 559.101 389.202
  20 192.836 575.103 391.757
  21 202.836 26.5472 393.874
400000 21 11520.000000000002
  1 2.83609 571.669 401.196
  2 12.8361 585.157 402.718
  3 22.8361 570.85 403.679
  4 32.8361 566.913 403.944
  5 42.8361 576.916 407.674
  6 52.8361 592.963 409.731
  7 62.8361 608.911 407.108
  8 72.8361 566.663 402.891
  9 82.8361 558.23 398.92
  10 92.8361 559.443 395.257
  11 102.836 571.057 393.807
  12 112.836 591.98 394.32
  13 122.836 571.039 395.447
  14 132.836 564.319 393.3
  15 142.836 590.17 391.94
  16 152.836 570.111 392.64
  17 162.836 568.519 393.259
  18 172.836 574.022 396.719
  19 182.836 558.352 396.38
  20 192.836 575.595 399.258
  21 202.836 27.1215 400.346
500000 21 11520
  1 2.83609 570.668 400.219
  2 12.8361 585.613 404.544
  3 22.8361 567.331 405.179
  4 32.8361 566.177 408.05
  5 42.8361 572.575 414.057
  6 52.8361 596.438 414.854
  7 62.8361 608.502 415.165
  8 72.8361 574.948 415.633
  9 82.8361 563.668 408.134
  10 92.8361 558.977 402.299
  11 102.836 568.491 400.339
  12 112.836 590.748 398.493
  13 122.836 571.173 397.917
  14 132.836 563.225 395.912
  15 142.836 589.734 394.652
  16 152.836 569.01 393.238
  17 162.836 568.371 393.205
  18 172.836 573.77 395.782
  19 182.836 557.563 398.143
  20 192.836 574.811 398.261
  21 202.836 28.2069 395.843
600000 21 11519.999999999998
  1 2.83609 570.171 407.644
  2 12.8361 584.774 410.008
  3 22.8361 566.826 412.535
  4 32.8361 566.801 413.601
  5 42.8361 567.21 418.821
  6 52.8361 600.622 419.695
  7 62.8361 604.375 417.627
  8 72.8361 580.796 416.589
  9 82.8361 567.639 413.729
  10 92.8361 558.243 412.264
  11 102.836 567.672 408.833
  12 112.836 590.542 408.921
  13 122.836 571.947 406.549
  14 132.836 563.455 406.381
  15 142.836 588.438 403.023
  16 152.836 569.44 400.602
  17 162.836 567.781 401.645
  18 172.836 573.289 403.838
  19 182.836 556.91 404.665
  20 192.836 574.39 406.141
  21 202.836 28.6782 407.428
700000 21 11520.000000000002
  1 2.83609 569.513 412.933
  2 12.8361 582.511 413.261
  3 22.8361 567.69 413.705
  4 32.8361 566.251 418.327
  5 42.8361 566.659 420.864
  6 52.8361 602.15 423.645
  7 62.8361 605.287 424.248
  8 72.8361 580.654 419.127
  9 82.8361 567.415 417.2
  10 92.8361 558.059 416.439
  11 102.836 567.817 412.029
  12 112.836 590.728 406.613
  13 122.836 572.619 402.255
  14 132.836 563.777 403.298
  15 142.836 588.545 398.957
  16 152.836 568.81 398.898
  17 162.836 568.136 403.466
  18 172.836 572.79 406.459
  19 182.836 558.001 407.871
  20 192.836 574.497 409.773
  21 202.836 28.0929 411.475
800000 21 11520
  1 2.83609 568.618 410.038
  2 12.8361 583.487 413.375
  3 22.8361 568.675 412.551
  4 32.8361 565.031 414.75
