# Chunk-averaged data for fix 4 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_atemp
100000 61 34560.00000000001
  1 -1.40616 586.015 895.013
  2 8.59384 610.161 899.438
  3 18.5938 573.757 901.956
  4 28.5938 594.97 902.144
  5 38.5938 576.688 900.774
  6 48.5938 585.471 898.452
  7 58.5938 568.684 892.533
  8 68.5938 558.678 893.692
  9 78.5938 562.405 891.727
  10 88.5938 547.754 893.665
  11 98.5938 533.46 897.241
  12 108.594 562.574 897.414
  13 118.594 557.088 908.089
  14 128.594 575.326 912.144
  15 138.594 590.211 913.755
  16 148.594 575.03 911.436
  17 158.594 573.869 909.545
  18 168.594 583.875 903.405
  19 178.594 576.373 905.868
  20 188.594 605.469 905.743
  21 198.594 596.152 907.968
  22 208.594 603.433 901.786
  23 218.594 545.543 895.038
  24 228.594 579.379 896.332
  25 238.594 581.636 894.677
  26 248.594 589.246 888.372
  27 258.594 611.386 882.701
  28 268.594 626.422 878.474
  29 278.594 583.796 873.773
  30 288.594 567.126 872.126
  31 298.594 562.751 870.491
  32 308.594 547.852 867.602
  33 318.594 554.302 866.869
  34 328.594 580.756 871.872
  35 338.594 585.528 871.725
  36 348.594 572.242 862.83
  37 358.594 583.369 858.979
  38 368.594 595.595 859.803
  39 378.594 573.495 862.938
  40 388.594 592.411 862.019
  41 398.594 576.211 858.493
  42 408.594 566.225 859.081
  43 418.594 583.366 858.449
  44 428.594 556.119 852.929
  45 438.594 602.209 849.985
  46 448.594 608.898 854.883
  47 458.594 574.127 852.762
  48 468.594 559.334 851.352
  49 478.594 567.129 857.495
  50 488.594 563.098 861.628
  51 498.594 539.287 858.935
  52 508.594 562.557 860.619
  53 518.594 550.604 869.425
  54 528.594 565.529 882.271
  55 538.594 542.702 884.12
  56 548.594 551.817 882.513
  57 558.594 582.131 886.492
  58 568.594 558.681 894.248
  59 578.594 570.719 894.978
  60 588.594 571.313 894.63
  61 598.594 77.6609 890.735
200000 61 34560
  1 -1.40616 584.513 909.178
  2 8.59384 609.131 908.531
  3 18.5938 573.516 912.875
  4 28.5938 594.714 910.235
  5 38.5938 577.793 909.896
  6 48.5938 585.296 903.583
  7 58.5938 566.823 903.553
  8 68.5938 559.333 903.207
  9 78.5938 563.309 902.915
  10 88.5938 547.93 906.754
  11 98.5938 533.775 908.029
  12 108.594 564.541 908.388
  13 118.594 557.838 911.602
  14 128.594 573.237 913.426
  15 138.594 592.853 916.961
  16 148.594 574.588 929.776
  17 158.594 572.609 929.884
  18 168.594 578.838 924.3
  19 178.594 576.113 920.297
  20 188.594 606.173 924.139
  21 198.594 594.67 924.204
  22 208.594 604.466 915.758
  23 218.594 544.058 905.11
  24 228.594 577.665 898.83
  25 238.594 585.068 895.318
  26 248.594 589.938 895.318
  27 258.594 611.996 894.57
  28 268.594 624.299 891.024
  29 278.594 584.017 888.911
  30 288.594 568.178 887.555
  31 298.594 561.295 884.551
  32 308.594 550.35 878.255
  33 318.594 554.688 873.956
  34 328.594 581.91 875.845
  35 338.594 585.192 873.573
  36 348.594 571.502 871.721
  37 358.594 583.452 869.816
  38 368.594 594.968 862.755
