# Chunk-averaged data for fix 4 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_atemp
100000 61 34560.00000000001
  1 -1.40616 575.988 936.043
  2 8.59384 615.059 937.607
  3 18.5938 605.987 933.782
  4 28.5938 587.264 936.223
  5 38.5938 580.963 936.342
  6 48.5938 574.282 942.8
  7 58.5938 565.054 943.183
  8 68.5938 561.719 945.919
  9 78.5938 551.704 951.017
  10 88.5938 541.672 955.65
  11 98.5938 531.179 952.738
  12 108.594 552.664 959.327
  13 118.594 562.658 959.657
  14 128.594 567.92 961.872
  15 138.594 590.377 962.734
  16 148.594 580.346 968.512
  17 158.594 558.608 965.542
  18 168.594 583.874 962.938
  19 178.594 588.446 957.133
  20 188.594 592.866 959.476
  21 198.594 595.131 960.127
  22 208.594 613.837 954.762
  23 218.594 551.138 947.152
  24 228.594 577.843 943.476
  25 238.594 599.786 941.582
  26 248.594 579.783 944.687
  27 258.594 622.811 940.805
  28 268.594 627.29 939.686
  29 278.594 592.454 938.695
  30 288.594 578.75 934.534
  31 298.594 547.233 936.112
  32 308.594 546.681 930.999
  33 318.594 556.431 924.162
  34 328.594 581.872 921.977
  35 338.594 592.152 918.351
  36 348.594 575.492 921.043
  37 358.594 584.437 925.068
  38 368.594 588.571 926.74
  39 378.594 583.947 921.027
  40 388.594 590.598 915.785
  41 398.594 564.782 906.216
  42 408.594 572.308 907.552
  43 418.594 580.167 905.299
  44 428.594 577.777 906.402
  45 438.594 602.431 902.476
  46 448.594 594.879 905.708
  47 458.594 571.704 908.775
  48 468.594 561.145 911.285
  49 478.594 566.333 916.52
  50 488.594 560.121 916.746
  51 498.594 538.115 923.578
  52 508.594 553.907 927.211
  53 518.594 544.203 928.908
  54 528.594 563.795 928.271
  55 538.594 534.441 930.017
  56 548.594 554.826 928.294
  57 558.594 583.531 925.301
  58 568.594 562.753 927.993
  59 578.594 564.054 929.598
  60 588.594 575.472 935.458
  61 598.594 78.3927 932.415
200000 61 34559.999999999985
  1 -1.40616 576.123 938.39
  2 8.59384 615.335 938.143
  3 18.5938 604.598 942.357
  4 28.5938 587.835 944.061
  5 38.5938 581.846 948.836
  6 48.5938 574.913 945.914
  7 58.5938 564.212 942.484
  8 68.5938 561.423 947.153
  9 78.5938 552.145 948.115
  10 88.5938 540.674 954.14
  11 98.5938 531.261 952.238
  12 108.594 553.135 952.611
  13 118.594 562.377 952.6
  14 128.594 567.113 957.107
  15 138.594 590.71 957.682
  16 148.594 579.228 956.488
  17 158.594 561.662 962.314
