# Chunk-averaged data for fix 4 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_atemp
100000 40 23040
  20 191.242 583.807 598.851
  21 201.242 594.779 602.364
  22 211.242 565.017 598.992
  23 221.242 591.522 600.021
  24 231.242 603.078 603.218
  25 241.242 580.313 601.584
  26 251.242 613.022 597.543
  27 261.242 581.611 591.7
  28 271.242 588.479 591.947
  29 281.242 552.021 591.235
  30 291.242 570.228 585.965
  31 301.242 540.654 579.439
  32 311.242 557.497 576.982
  33 321.242 584.129 579.496
  34 331.242 574.571 581.517
  35 341.242 568.757 584.299
  36 351.242 579.922 589
  37 361.242 542.901 593.62
  38 371.242 544.884 591.547
  39 381.242 552.083 593.809
  40 391.242 570.678 598.611
800000 40 23040.000000000004
  1 1.24178 583.051 603.96
  2 11.2418 571.089 604.744
  3 21.2418 587.099 605.022
  4 31.2418 551.847 605.243
  5 41.2418 562.021 607.212
  6 51.2418 554.545 607.208
  7 61.2418 563.842 606.896
  8 71.2418 602.715 612.698
  9 81.2418 625.472 617.422
  10 91.2418 595.096 617.743
  11 101.242 606.108 621.797
  12 111.242 560.754 619.335
  13 121.242 576.662 618.881
  14 131.242 570.811 614.279
  15 141.242 562.213 614.045
  16 151.242 569.966 615.175
  17 161.242 561.47 614.92
  18 171.242 593.135 612.718
  19 181.242 610.003 608.884
  20 191.242 583.787 610.49
  21 201.242 593.029 609.273
  22 211.242 562.739 610.405
  23 221.242 591.289 609.634
  24 231.242 603.43 604.05
  25 241.242 581.135 604.583
  26 251.242 613.164 599.679
  27 261.242 581.564 598.361
  28 271.242 590.567 594.509
  29 281.242 555.285 594.77
  30 291.242 570.394 594.37
  31 301.242 539.372 587.406
  32 311.242 559.139 586.522
  33 321.242 583.576 586.799
  34 331.242 572.011 589.128
  35 341.242 568.455 590.144
  36 351.242 577.096 591.044
  37 361.242 541.821 595.844
  38 371.242 546.402 599.882
  39 381.242 549.882 599.684
  40 391.242 567.965 602.276
900000 40 23040
  1 1.24178 582.73 604.879
  2 11.2418 569.637 605.183
  3 21.2418 584.932 607.992
  4 31.2418 551.862 611.586
  5 41.2418 562.029 618.197
  6 51.2418 554.94 615.236
  7 61.2418 564.27 618.222
  8 71.2418 601.38 619.649
  9 81.2418 629.969 623.262
  10 91.2418 596.457 622.816
  11 101.242 603.832 624.414
  12 111.242 559.022 621.86
  13 121.242 575.852 618.846
  14 131.242 572.182 621.696
  15 141.242 562.875 617.779
  16 151.242 569.746 615.753
  17 161.242 563.04 616.675
  18 171.242 594.785 615.346
  19 181.242 610.065 612.652
  20 191.242 583.426 609.887
  21 201.242 592.43 607.911
  22 211.242 563.078 609.099
  23 221.242 593.413 604.971
  24 231.242 601.124 604.824
  25 241.242 581.275 602.042
  26 251.242 612.919 602.819
  27 261.242 581.855 601.204
  28 271.242 590.972 598.94
  29 281.242 554.998 593.955
  30 291.242 571.828 593.677
  31 301.242 539.04 596.696
  32 311.242 560.592 596.72
  33 321.242 585.423 594.118
  34 331.242 568.747 595.879
  35 341.242 569.318 596.785
  36 351.242 575.115 600.897
  37 361.242 540.172 603.36
  38 371.242 547.117 603.667
  39 381.242 550.004 604.16
  40 391.242 567.551 604.869
1000000 40 23039.999999999996
  1 1.24178 583.141 607.987
  2 11.2418 568.181 612.502
  3 21.2418 585.604 614.245
  4 31.2418 552.3 613.319
  5 41.2418 561.607 613.393
  6 51.2418 555.349 617.182
  7 61.2418 563.889 618.507
  8 71.2418 601.65 617.307
  9 81.2418 631.238 620.067
  10 91.2418 595.965 624.146
  11 101.242 603.446 623.113
  12 111.242 557.979 623.54
  13 121.242 575.891 622.423
  14 131.242 572.233 622.391
  15 141.242 562.3 619.673
  16 151.242 571.219 620.783
  17 161.242 560.947 620.673
  18 171.242 595.883 618.864
  19 181.242 611.26 617.907
  20 191.242 585.588 613.663
  21 201.242 595.168 608.478
  22 211.242 564.272 606.544
  23 221.242 594.764 605.932
  24 231.242 601.213 606.4
  25 241.242 580.618 606.484
  26 251.242 611.362 606.243
  27 261.242 580.246 602.967
  28 271.242 590.133 599.159
  29 281.242 554.902 598.273
  30 291.242 571.869 593.733
  31 301.242 537.272 592.868
  32 311.242 560.313 597.798
  33 321.242 585.021 598.227
  34 331.242 569.066 605.038
  35 341.242 569.125 602.824
  36 351.242 574.144 602.921
  37 361.242 540.984 602.034
  38 371.242 546.522 605.476
  39 381.242 549.903 606.765
  40 391.242 567.434 609.91
