# Chunk-averaged data for fix 4 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_atemp
100000 41 23039.999999999996
  1 1.13996 585.007 937.898
  2 11.14 576.629 942.285
  3 21.14 581.965 941.97
  4 31.14 530.096 940.316
  5 41.14 563.04 942.525
  6 51.14 553.704 950.236
  7 61.14 556.328 953.558
  8 71.14 597.406 957.728
  9 81.14 605.885 959.317
  10 91.14 597.098 959.111
  11 101.14 592.33 957.116
  12 111.14 569.182 956.234
  13 121.14 558.692 949.503
  14 131.14 570.598 944.92
  15 141.14 556.789 940.827
  16 151.14 565.472 937.521
  17 161.14 579.565 933.112
  18 171.14 588.68 929.896
  19 181.14 612.585 939.36
  20 191.14 587.676 941.428
  21 201.14 582.794 937.72
  22 211.14 552.228 935.355
  23 221.14 581.828 931.095
  24 231.14 603.716 927.869
  25 241.14 605.498 927.271
  26 251.14 598.082 927.094
  27 261.14 572.869 927.198
  28 271.14 565.444 926.651
  29 281.14 566.577 922.244
  30 291.14 582.771 918.808
  31 301.14 571.367 916.6
  32 311.14 548.678 919.146
  33 321.14 591.489 922.056
  34 331.14 585.61 917.473
  35 341.14 568.746 921.157
  36 351.14 565.814 920.852
  37 361.14 544.944 923.309
  38 371.14 562.746 928.534
  39 381.14 561.71 928.678
  40 391.14 593.194 930.386
  41 401.14 5.16957 925.355
200000 41 23040
  1 1.13996 585.425 941.408
  2 11.14 577.502 937.178
  3 21.14 579.662 930.154
  4 31.14 531.784 933.655
  5 41.14 563.487 937.96
  6 51.14 553.384 938.483
  7 61.14 556.181 942.292
  8 71.14 598.61 949.194
  9 81.14 606.498 947.531
  10 91.14 594.347 954.384
  11 101.14 593.807 958.472
  12 111.14 570.32 953.703
  13 121.14 557.576 952.872
  14 131.14 572.353 951.32
  15 141.14 555.986 953.359
  16 151.14 566.852 952.086
  17 161.14 581.626 949.706
  18 171.14 587.982 948.79
  19 181.14 612.01 942.384
  20 191.14 587.613 945.669
  21 201.14 583.065 941.044
  22 211.14 551.142 935.346
  23 221.14 580.67 928.484
  24 231.14 605.39 925.994
  25 241.14 608.41 926.398
  26 251.14 593.419 929.455
  27 261.14 572.547 922.233
  28 271.14 565.635 917.102
  29 281.14 565.969 917.821
  30 291.14 583.427 920.316
  31 301.14 569.95 911.984
  32 311.14 549.111 913.638
  33 321.14 594.611 915.78
  34 331.14 584.496 924.856
  35 341.14 567.182 930.847
  36 351.14 564.625 936.199
  37 361.14 546.129 944.213
  38 371.14 562.021 945.482
  39 381.14 560.79 943.033
  40 391.14 593.528 940.805
  41 401.14 4.87574 945.484
300000 41 23040.000000000007
  1 1.13996 585.503 942.003
  2 11.14 577.051 946.894
  3 21.14 580.236 946.164
  4 31.14 530.816 946.843
  5 41.14 564.44 947.521
  6 51.14 553.007 947.338
  7 61.14 557.655 948.693
  8 71.14 597.652 955.918
  9 81.14 607.084 952.423
  10 91.14 594.583 950.755
  11 101.14 594.385 959.456
  12 111.14 569.418 959.415
  13 121.14 558.193 960.057
  14 131.14 571.829 958.631
  15 141.14 555.485 954.401
  16 151.14 566.013 951.985
  17 161.14 582.693 944.912
  18 171.14 588.877 941.398
  19 181.14 612.16 938.164
  20 191.14 582.516 933.865
  21 201.14 582.787 932.587
  22 211.14 551.146 933.866
  23 221.14 579.871 929.054
  24 231.14 606.294 927.824
  25 241.14 608.322 934.74
  26 251.14 592.838 933.106
  27 261.14 572.947 928.049
  28 271.14 565.239 924.809
  29 281.14 565.416 923.877
  30 291.14 585.278 925.187
  31 301.14 568.653 921.375
  32 311.14 549.849 920.936
  33 321.14 593.508 916.347
  34 331.14 586.204 921.129
  35 341.14 567.211 927.748
  36 351.14 566.609 925.819
  37 361.14 546.035 926.042
  38 371.14 562.809 926.796
  39 381.14 561.146 930.455
  40 391.14 593.168 933.526
  41 401.14 5.07293 945.802
400000 41 23040
  1 1.13996 585.532 943.599
  2 11.14 575.467 945.441
  3 21.14 580.622 946.809
  4 31.14 530.593 947.53
  5 41.14 564.13 953.47
  6 51.14 552.786 954.867
  7 61.14 558.397 954.162
  8 71.14 596.918 948.833
  9 81.14 607.212 948.796
  10 91.14 594.53 949.514
  11 101.14 593.647 944.696
  12 111.14 568.967 943.112
  13 121.14 558.1 939.99
  14 131.14 572.409 942.569
  15 141.14 556.181 946.644
  16 151.14 564.237 950.372
  17 161.14 583.821 947.918
  18 171.14 588.663 941.563
  19 181.14 614.697 943.574
  20 191.14 584.779 942.869
  21 201.14 583.006 943.029
  22 211.14 551.002 939.376
  23 221.14 581.179 932.615
  24 231.14 605.747 931.833
  25 241.14 606.775 933.015
  26 251.14 592.934 932.825
  27 261.14 572.925 928.699
  28 271.14 566.126 922.248
  29 281.14 565.316 921.818
  30 291.14 584.126 919.704
  31 301.14 570.008 915.818
  32 311.14 549.857 918.175
  33 321.14 594.037 924.61
  34 331.14 584.62 924.152
  35 341.14 567.322 928.802
  36 351.14 565.775 940.333
  37 361.14 545.512 943.131
  38 371.14 561.896 942.596
  39 381.14 561.673 941.594
  40 391.14 593.447 938.437
  41 401.14 5.02711 936.264
500000 41 23039.999999999993
  1 1.13996 585.874 947.523
  2 11.14 576.3 943.502
  3 21.14 580.455 942.542
  4 31.14 530.837 948.076
  5 41.14 563.651 950.973
  6 51.14 554.066 952.265
  7 61.14 557.166 952.039
  8 71.14 596.03 953.231
  9 81.14 607.96 953.783
  10 91.14 593.775 956.319
  11 101.14 593.797 958.363
  12 111.14 568.882 950.142
  13 121.14 558.017 952.557
  14 131.14 571.572 952.162
  15 141.14 556.796 945.24
  16 151.14 561.825 937.742
  17 161.14 585.172 937.78
  18 171.14 588.183 932.792
  19 181.14 615.961 929.746
  20 191.14 585.091 930.6
  21 201.14 583.893 930.676
  22 211.14 552.056 932.615
  23 221.14 581.413 938.442
  24 231.14 607.632 934.675
  25 241.14 605.627 932.111
  26 251.14 593.966 932.471
  27 261.14 572.042 937.426
  28 271.14 567.144 935.201
  29 281.14 565.064 930.378
  30 291.14 582.377 930.992
  31 301.14 571.166 926.719
  32 311.14 548.954 927.458
  33 321.14 594.067 923.588
  34 331.14 583.179 927.546
  35 341.14 567.822 933.477
  36 351.14 565.362 938.47
  37 361.14 545.329 939.788
  38 371.14 562.089 937.803
  39 381.14 561.115 937.804
  40 391.14 593.276 943.49
  41 401.14 5.0172 942.837
600000 41 23039.999999999993
  1 1.13996 585.023 949.006
  2 11.14 577.613 950.618
  3 21.14 578.689 956.079
  4 31.14 532.352 958.827
  5 41.14 563.179 957.657
  6 51.14 552.935 962.091
  7 61.14 558.469 956.321
  8 71.14 595.357 956.734
  9 81.14 610.116 957.435
  10 91.14 594.893 960.271
  11 101.14 592.716 951.222
  12 111.14 570.024 953.114
  13 121.14 558.301 949.02
  14 131.14 571.814 944.51
  15 141.14 556.763 934.547
  16 151.14 562.068 934.427
  17 161.14 585.511 934.415
  18 171.14 588.245 937.805
  19 181.14 615.621 940.193
  20 191.14 581.509 943.18
  21 201.14 585.028 942.899
  22 211.14 552.875 939.131
  23 221.14 581.197 933.841
  24 231.14 608.051 933.506
  25 241.14 605.783 933.506
  26 251.14 593.684 933.573
  27 261.14 572.02 933.222
  28 271.14 565.319 930.284
  29 281.14 563.359 928.992
  30 291.14 584.403 923.937
  31 301.14 569.626 922.908
  32 311.14 549.458 927.8
  33 321.14 596.552 926.202
  34 331.14 582.626 927.403
  35 341.14 567.494 924.717
  36 351.14 566.016 927.372
  37 361.14 545.11 928.104
  38 371.14 561.812 934.261
  39 381.14 560.414 943.371
  40 391.14 593.132 946.98
  41 401.14 4.8455 948.916
700000 41 23040
  1 1.13996 585.813 945.747
  2 11.14 577.65 950.96
  3 21.14 577.676 950.412
  4 31.14 532.95 945.055
  5 41.14 563.198 947.706
  6 51.14 551.252 949.707
  7 61.14 559.652 955.273
  8 71.14 594.826 958.781
  9 81.14 610.412 957.962
  10 91.14 596.089 950.686
  11 101.14 593.587 947.463
  12 111.14 570.125 946.443
  13 121.14 557.518 944.086
  14 131.14 573.276 935.683
  15 141.14 560.013 934.49
  16 151.14 562.016 939.788
  17 161.14 584.953 947.633
  18 171.14 586.916 946.958
  19 181.14 614.675 945.521
  20 191.14 582.356 949.168
  21 201.14 585.363 948.523
  22 211.14 550.434 945.991
  23 221.14 582.616 942.874
  24 231.14 607.99 938.389
  25 241.14 604.149 934.708
  26 251.14 592.946 929.845
  27 261.14 571.64 932.804
  28 271.14 567.306 925.984
  29 281.14 563.411 930.973
  30 291.14 583.436 926.956
  31 301.14 569.424 920.662
  32 311.14 550.401 921.276
  33 321.14 597.415 920.982
  34 331.14 580.857 927.877
  35 341.14 568.348 940.078
  36 351.14 564.707 940.093
  37 361.14 545.607 940.04
  38 371.14 559.738 941.02
  39 381.14 560.779 944.983
  40 391.14 593.863 949.14
  41 401.14 4.6184 940.774
800000 41 23040
  1 1.13996 585.726 939.478
  2 11.14 577.553 946.261
  3 21.14 578.047 948.885
  4 31.14 532.606 950.474
  5 41.14 562.568 951.345
  6 51.14 552.543 958.505
  7 61.14 558.69 964.145
  8 71.14 595.237 967.21
  9 81.14 609.631 962.488
  10 91.14 594.758 964.863
  11 101.14 593.697 964.687
  12 111.14 570.626 960.754
  13 121.14 557.287 957.908
  14 131.14 573.705 948.746
  15 141.14 559.833 943.486
  16 151.14 562.315 941.637
  17 161.14 585.342 941.029
  18 171.14 587.66 933.324
  19 181.14 614.92 932.316
  20 191.14 581.318 933.24
  21 201.14 585.759 939.281
  22 211.14 549.216 935.159
  23 221.14 583.868 932.154
  24 231.14 607.218 933.967
  25 241.14 604.846 934.97
  26 251.14 592.886 934.091
  27 261.14 571.387 937.953
  28 271.14 566.404 935.925
  29 281.14 563.444 931.166
  30 291.14 584.211 933.492
  31 301.14 568.038 929.961
  32 311.14 552.556 929.6
  33 321.14 599.017 930.835
  34 331.14 578.849 931.075
  35 341.14 568.32 936.266
  36 351.14 566.04 928.133
  37 361.14 546.383 928.464
  38 371.14 557.78 933.321
  39 381.14 562.315 932.562
  40 391.14 592.743 933.824
  41 401.14 4.65617 936.302
900000 41 23040
  1 1.13996 586.23 936.367
  2 11.14 578.361 939.386
  3 21.14 577.159 942.53
  4 31.14 531.897 949.571
  5 41.14 562.326 955.318
  6 51.14 551.21 963.552
  7 61.14 559.672 965.964
  8 71.14 594.201 963.901
  9 81.14 609.19 970.407
  10 91.14 594.11 971.206
  11 101.14 593.585 969.991
  12 111.14 569.879 959.585
  13 121.14 556.154 956.133
  14 131.14 576.516 955.699
  15 141.14 558.366 955.402
  16 151.14 562.657 955.808
  17 161.14 585.478 951.288
  18 171.14 587.881 949.464
  19 181.14 614.947 943.977
  20 191.14 582.723 936.7
  21 201.14 584.305 936.929
  22 211.14 555.284 938.023
  23 221.14 582.188 935.921
  24 231.14 608.273 940.343
  25 241.14 602.551 938.307
  26 251.14 593.042 938.987
  27 261.14 571.952 930.313
  28 271.14 566.903 924.247
  29 281.14 563.578 920.122
  30 291.14 583.125 918.068
  31 301.14 569.788 920.715
  32 311.14 551.068 925.602
  33 321.14 600.18 921.941
  34 331.14 578.853 924.726
  35 341.14 566.975 926.681
  36 351.14 564.403 930.004
  37 361.14 547.662 934.779
  38 371.14 558.184 936.256
  39 381.14 562.19 932.018
  40 391.14 592.113 932.746
  41 401.14 4.83961 931.453
1000000 41 23040
  1 1.13996 586.399 943.396
  2 11.14 577.624 942.494
  3 21.14 576.913 937.372
  4 31.14 533.151 934.93
  5 41.14 561.913 931.952
  6 51.14 550.708 935.135
  7 61.14 560.838 938.68
  8 71.14 593.958 947.737
  9 81.14 610.227 953.208
  10 91.14 594.034 956.567
  11 101.14 593.828 952.827
  12 111.14 570.861 956.687
  13 121.14 555.57 962.864
  14 131.14 577.484 959.963
  15 141.14 559.042 961.435
  16 151.14 562.411 960.134
  17 161.14 585.829 961.638
  18 171.14 587.302 953.772
  19 181.14 614.176 952.407
  20 191.14 583.001 951.551
  21 201.14 584.906 947.452
  22 211.14 552.533 950.135
  23 221.14 583.574 942.541
  24 231.14 608.072 938.242
  25 241.14 603.455 936.672
  26 251.14 592.686 938.744
  27 261.14 570.111 935.333
  28 271.14 568.898 936.641
  29 281.14 561.791 937.484
  30 291.14 583.452 934.681
  31 301.14 569.492 931.795
  32 311.14 550.553 927.536
  33 321.14 600.771 925.362
  34 331.14 579.182 930.589
  35 341.14 567.074 932.857
  36 351.14 565.428 938.864
  37 361.14 546.084 941.54
  38 371.14 557.113 937.002
  39 381.14 562.074 937.912
  40 391.14 592.75 937.942
  41 401.14 4.73304 944.225
