# Chunk-averaged data for fix 4 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_atemp
100000 21 11520
  11 102.843 565.073 649.399
  12 112.843 570.637 650.705
  13 122.843 574.201 650.013
  14 132.843 554.885 649.936
  15 142.843 595.483 653.551
  16 152.843 564.134 649.619
  17 162.843 585.995 651.645
  18 172.843 574.772 650.142
  19 182.843 546.797 648.276
  20 192.843 547.79 650.364
  21 202.843 27.6597 649.492
900000 21 11520
  1 2.84338 557.106 660.246
  2 12.8434 566.113 660.755
  3 22.8434 596.691 659.657
  4 32.8434 574.01 658.036
  5 42.8434 575.029 664.209
  6 52.8434 611.812 662.844
  7 62.8434 625.003 660.639
  8 72.8434 561.387 657.601
  9 82.8434 571.518 654.877
  10 92.8434 571.78 656.289
  11 102.843 563.892 655.856
  12 112.843 571.252 656.019
  13 122.843 574.132 653.427
  14 132.843 555.331 649.278
  15 142.843 596.354 645.745
  16 152.843 563.793 643.889
  17 162.843 585.308 646.343
  18 172.843 576.316 648.65
  19 182.843 549.062 652.45
  20 192.843 546.971 654.941
  21 202.843 27.1418 652.743
1000000 21 11519.999999999998
  1 2.84338 556.76 656.211
  2 12.8434 567.209 655.926
  3 22.8434 596.072 655.848
  4 32.8434 572.976 656.651
  5 42.8434 574.792 659.646
  6 52.8434 611.799 660.566
  7 62.8434 625.432 656.181
  8 72.8434 561.901 656.753
  9 82.8434 571.901 659.906
  10 92.8434 571.636 660.863
  11 102.843 563.304 660.334
  12 112.843 570.587 655.52
  13 122.843 573.719 652.959
  14 132.843 555.261 650.861
  15 142.843 596.158 649.154
  16 152.843 564.559 647.86
  17 162.843 583.368 649.562
  18 172.843 578.697 652.502
  19 182.843 550.14 654.721
  20 192.843 546.763 655.184
  21 202.843 26.9651 656.459
