# Chunk-averaged data for fix 4 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_atemp
100000 40 23040.000000000004
  1 1.32821 571.865 419.342
  2 11.3282 583.156 420.564
  3 21.3282 583.879 423.465
  4 31.3282 555.202 423.583
  5 41.3282 558.259 425.452
  6 51.3282 566.274 424.404
  7 61.3282 575.788 427.439
  8 71.3282 585.663 428.994
  9 81.3282 618.156 431.483
  10 91.3282 589.128 434.795
  11 101.328 614.427 434.743
  12 111.328 565.25 434.168
  13 121.328 565.143 430.623
  14 131.328 571.752 426.307
  15 141.328 562.688 424.302
  16 151.328 570.365 420.998
  17 161.328 572.594 417.642
  18 171.328 599.341 419.758
  19 181.328 605.777 418.895
  20 191.328 592.058 416.628
  21 201.328 593.157 413.921
  22 211.328 567.301 414.228
  23 221.328 581.92 415.008
  24 231.328 600.306 414.503
  25 241.328 577.501 411.549
  26 251.328 587.922 409.89
  27 261.328 582.644 410.612
  28 271.328 591.418 412.656
  29 281.328 544.735 410.824
  30 291.328 563.455 407.727
  31 301.328 557.626 403.363
  32 311.328 564.11 401.773
  33 321.328 582.671 402.196
  34 331.328 568.817 403.845
  35 341.328 582.212 406.723
  36 351.328 555.066 407.363
  37 361.328 548.306 411.016
  38 371.328 557.894 413.165
  39 381.328 558.013 413.882
  40 391.328 568.162 417.066
200000 40 23039.999999999996
  1 1.32821 572.883 419.276
  2 11.3282 583.996 422.482
  3 21.3282 585.938 424.822
  4 31.3282 555.499 429.235
  5 41.3282 555.831 432.303
  6 51.3282 567.126 436.176
  7 61.3282 575.466 439.274
  8 71.3282 585.353 438.682
  9 81.3282 617.421 440.252
  10 91.3282 588.814 439.808
  11 101.328 615.747 440.983
  12 111.328 565.416 439.465
  13 121.328 565.129 436.756
  14 131.328 571.691 433.062
  15 141.328 561.486 432.017
  16 151.328 570.792 429.382
  17 161.328 573.311 426.07
  18 171.328 595.727 423.465
  19 181.328 605.492 421.498
  20 191.328 593.51 420.069
  21 201.328 593.384 416.771
  22 211.328 568.179 415.905
  23 221.328 581.157 413.808
  24 231.328 597.228 410.051
  25 241.328 582.643 411.15
  26 251.328 589.524 410.82
  27 261.328 583.965 408.517
  28 271.328 594.533 406.469
  29 281.328 544.905 403.437
  30 291.328 564.838 401.156
  31 301.328 553.197 398.381
  32 311.328 566.355 399.262
  33 321.328 582.074 400.745
  34 331.328 570.75 403.936
  35 341.328 580.255 408.528
  36 351.328 553.824 413.497
  37 361.328 546.955 416.02
  38 371.328 558.533 416.806
  39 381.328 554.567 417.405
  40 391.328 566.508 416.672
300000 40 23039.999999999996
  1 1.32821 574.727 423.34
  2 11.3282 582.686 421.766
  3 21.3282 586.361 425.097
  4 31.3282 555.749 428.223
  5 41.3282 554.806 430.72
  6 51.3282 568.535 432.136
  7 61.3282 574.929 432.274
  8 71.3282 585.837 433.24
  9 81.3282 617.084 435.37
  10 91.3282 588.482 439.069
  11 101.328 615.922 438.02
  12 111.328 564.516 436.593
  13 121.328 566.22 436.051
  14 131.328 572.044 436.925
  15 141.328 560.353 432.554
  16 151.328 568.932 428.454
  17 161.328 575.66 428.401
  18 171.328 596.679 426.791
  19 181.328 605.294 426.128
  20 191.328 592.295 426.014
  21 201.328 592.812 421.726
  22 211.328 569.924 422.102
  23 221.328 578.598 421.782
  24 231.328 597.025 420.271
  25 241.328 584.802 419.086
  26 251.328 590.073 417.354
  27 261.328 585.982 414.125
  28 271.328 595.362 409.574
  29 281.328 545.258 406.726
  30 291.328 566.382 404.347
  31 301.328 552.243 401.481
  32 311.328 567.78 404.429
  33 321.328 583.083 408.056
  34 331.328 573.595 408.989
  35 341.328 574.821 413.056
  36 351.328 553.47 415.446
  37 361.328 542.993 418.778
  38 371.328 558.361 417.933
  39 381.328 554.354 421.21
  40 391.328 565.972 422.624
400000 40 23040.000000000004
  1 1.32821 574.764 425.058
  2 11.3282 581.737 425.343
  3 21.3282 585.299 426.125
  4 31.3282 556.084 429.225
  5 41.3282 555.163 430.422
  6 51.3282 567.315 431.856
  7 61.3282 575.958 435.947
  8 71.3282 585.397 437.953
  9 81.3282 616.918 442.634
  10 91.3282 587.525 445.162
  11 101.328 614.691 446.072
  12 111.328 565.336 443.075
  13 121.328 566.606 440.792
  14 131.328 572.543 441.09
  15 141.328 557.85 440.623
  16 151.328 570.347 439.151
  17 161.328 573.334 435.043
  18 171.328 597.746 430.329
  19 181.328 603.41 426.358
  20 191.328 590.447 424.658
  21 201.328 594.068 421.061
  22 211.328 568.629 420.194
  23 221.328 579.48 418.547
  24 231.328 595.841 416.529
  25 241.328 586.946 418.05
  26 251.328 587.947 417.206
  27 261.328 587.055 415.286
  28 271.328 604.416 413.629
  29 281.328 542.259 411.23
  30 291.328 566.282 408.677
  31 301.328 551.256 407.618
  32 311.328 567.956 409.278
  33 321.328 583.765 413.176
  34 331.328 572.15 413.646
  35 341.328 574.249 414.947
  36 351.328 552.858 416.546
  37 361.328 546.895 416.727
  38 371.328 562.94 415.327
  39 381.328 548.58 420.871
  40 391.328 567.955 421.712
500000 40 23040.000000000004
  1 1.32821 575.649 423.294
  2 11.3282 580.652 425.46
  3 21.3282 583.464 426.754
  4 31.3282 555.167 430.709
  5 41.3282 554.456 431.736
  6 51.3282 568.387 435.379
  7 61.3282 576.747 439.629
  8 71.3282 585.129 441.694
  9 81.3282 618.449 446.241
  10 91.3282 587.509 451.491
  11 101.328 612.311 451.278
  12 111.328 565.131 448.335
  13 121.328 568.924 445.45
  14 131.328 572.696 444.939
  15 141.328 557.953 439.805
  16 151.328 569.971 438.28
  17 161.328 572.533 435.933
  18 171.328 597.512 437.034
  19 181.328 602.301 436.129
  20 191.328 590.551 431.74
  21 201.328 593.184 426.112
  22 211.328 568.652 424.372
  23 221.328 578.656 422.7
  24 231.328 595.141 419.469
  25 241.328 588.345 420.197
  26 251.328 586.796 418.099
  27 261.328 587.162 415.697
  28 271.328 606.909 415.411
  29 281.328 540.971 410.935
  30 291.328 564.05 408.781
  31 301.328 551.992 405.432
  32 311.328 569.918 408.639
  33 321.328 584.679 412.504
  34 331.328 575.801 412.289
  35 341.328 571.859 414.091
  36 351.328 553.242 415.863
  37 361.328 549.035 417.355
  38 371.328 563.407 418.486
  39 381.328 545.78 420.038
  40 391.328 568.929 421.675
600000 40 23040
  1 1.32821 576.412 427.919
  2 11.3282 580.126 430.391
  3 21.3282 583.701 434.714
  4 31.3282 554.951 435.946
  5 41.3282 555.651 436.412
  6 51.3282 567.381 437.872
  7 61.3282 576.917 436.888
  8 71.3282 584.806 441.24
  9 81.3282 618.513 444.156
  10 91.3282 586.209 446.409
  11 101.328 611.98 450.234
  12 111.328 563.956 450.991
  13 121.328 570.989 446.785
  14 131.328 574.036 446.935
  15 141.328 554.77 445.721
  16 151.328 570.723 443.392
  17 161.328 572.302 438.97
  18 171.328 596.452 433.657
  19 181.328 602.293 429.92
  20 191.328 592.515 426.599
  21 201.328 591.088 424.417
  22 211.328 569.264 422.758
  23 221.328 578.561 420.608
  24 231.328 595.479 422.419
  25 241.328 589.042 421.271
  26 251.328 587.115 420.632
  27 261.328 586.019 420.596
  28 271.328 607.012 416.132
  29 281.328 542.184 414.105
  30 291.328 564.687 412.446
  31 301.328 549.907 412.567
  32 311.328 569.929 413.155
  33 321.328 585.544 415.406
  34 331.328 576.496 414.897
  35 341.328 572.447 416.358
  36 351.328 552.889 416.939
  37 361.328 549.931 419.549
  38 371.328 562.494 420.803
  39 381.328 545.791 424.646
  40 391.328 569.436 424.802
700000 40 23039.99999999999
  1 1.32821 575.35 431.908
  2 11.3282 581.24 433.486
  3 21.3282 587.293 434.863
  4 31.3282 556.045 436.836
  5 41.3282 556.037 440.14
  6 51.3282 567.784 442.072
  7 61.3282 577.988 444.501
  8 71.3282 583.645 445.648
  9 81.3282 619.245 445.35
  10 91.3282 586.97 446.205
  11 101.328 611.446 445.647
  12 111.328 563.505 444.759
  13 121.328 571.396 445.353
  14 131.328 574.785 442.822
  15 141.328 555.104 441.16
  16 151.328 570.999 436.992
  17 161.328 571.223 434.469
  18 171.328 596.095 434.103
  19 181.328 602.702 433.976
  20 191.328 591.931 431.077
  21 201.328 590.68 430.07
  22 211.328 569.996 426.859
  23 221.328 579.048 423.401
  24 231.328 595.769 424.562
  25 241.328 587.295 421.474
  26 251.328 588.241 417.054
  27 261.328 585.187 412.806
  28 271.328 607.34 413.415
  29 281.328 540.698 415.774
  30 291.328 564.505 415.933
  31 301.328 548.671 417.569
  32 311.328 568.363 418.044
  33 321.328 585.825 416.547
  34 331.328 574.334 418.109
  35 341.328 573.818 419.583
  36 351.328 551.956 422.048
  37 361.328 550.407 423.78
  38 371.328 562.303 427.891
  39 381.328 547.054 431.745
  40 391.328 567.728 431.513
800000 40 23040
  1 1.32821 575.62 433.969
  2 11.3282 583.139 439.379
  3 21.3282 587.25 441.432
  4 31.3282 553.97 442.849
  5 41.3282 556.831 444.308
  6 51.3282 567.653 446.247
  7 61.3282 578.206 443.137
  8 71.3282 583.04 448.601
  9 81.3282 619.165 448.66
  10 91.3282 587.639 447.779
  11 101.328 610.76 447.61
  12 111.328 562.396 444.563
  13 121.328 572.343 443.872
  14 131.328 574.442 444.838
  15 141.328 556.541 443.705
  16 151.328 569.843 443.41
  17 161.328 570.555 438.862
  18 171.328 596.466 433.479
  19 181.328 602.73 436.681
  20 191.328 591.903 435.101
  21 201.328 590.423 432.129
  22 211.328 571.357 431.37
  23 221.328 578.376 428.879
  24 231.328 596.396 425.311
  25 241.328 586.942 422.05
  26 251.328 588.417 418.922
  27 261.328 585.749 415.572
  28 271.328 607.295 414.628
  29 281.328 541.704 416.865
  30 291.328 562.802 414.505
  31 301.328 548.747 412.925
  32 311.328 566.734 414.197
  33 321.328 585.818 414.988
  34 331.328 572.952 417.099
  35 341.328 575.009 415.869
  36 351.328 551.857 418.248
  37 361.328 551.2 422.382
  38 371.328 561.965 422.414
  39 381.328 547.951 424.082
  40 391.328 567.812 427.314
900000 40 23039.999999999996
  1 1.32821 571.842 434.625
  2 11.3282 586.194 435.877
  3 21.3282 587.568 436.249
  4 31.3282 554.036 438.753
  5 41.3282 557.015 439.52
  6 51.3282 567.852 439.261
  7 61.3282 578.382 441.451
  8 71.3282 583.059 444.701
  9 81.3282 618.982 443.55
  10 91.3282 587.716 448.375
  11 101.328 610.884 450
  12 111.328 561.922 449.67
  13 121.328 572.093 449.025
  14 131.328 575.041 445.491
  15 141.328 556.581 444.392
  16 151.328 569.751 444.489
  17 161.328 570.759 441.187
  18 171.328 595.952 440.762
  19 181.328 602.869 438.464
  20 191.328 591.819 438.896
  21 201.328 590.229 433.78
  22 211.328 570.786 429.751
  23 221.328 578.879 427.489
  24 231.328 596.228 426.886
  25 241.328 587.234 424.879
  26 251.328 587.606 421.86
  27 261.328 586.029 418.769
  28 271.328 606.907 417.853
  29 281.328 543.18 415.93
  30 291.328 563.545 413.093
  31 301.328 548.057 411.748
  32 311.328 568.445 415.617
  33 321.328 585.633 417.973
  34 331.328 574.465 418.975
  35 341.328 573.47 418.457
  36 351.328 551.95 422.654
  37 361.328 550.32 426.603
  38 371.328 562.47 428.799
  39 381.328 547.254 431.187
  40 391.328 566.996 430.214
1000000 40 23039.999999999993
  1 1.32821 570.067 436.82
  2 11.3282 588.848 437.456
  3 21.3282 587.123 436.113
  4 31.3282 553.515 435.543
  5 41.3282 557.004 435.849
  6 51.3282 567.505 438.676
  7 61.3282 577.979 443.015
  8 71.3282 583.179 445.523
  9 81.3282 618.84 450.714
  10 91.3282 587.517 453.639
  11 101.328 610.426 457.304
  12 111.328 562.018 456.07
  13 121.328 571.152 452.651
  14 131.328 576.038 450.976
  15 141.328 556.187 450.283
  16 151.328 570.608 445.146
  17 161.328 570.867 444.612
  18 171.328 595.629 438.36
  19 181.328 602.941 434.657
  20 191.328 591.859 434.094
  21 201.328 590.558 430.67
  22 211.328 570.939 430.403
  23 221.328 578.357 428.655
  24 231.328 595.995 429.136
  25 241.328 587.362 427.455
  26 251.328 586.442 422.282
  27 261.328 586.759 421.084
  28 271.328 607.226 422.514
  29 281.328 542.748 418.924
  30 291.328 565.515 413.156
  31 301.328 548.167 410.229
  32 311.328 568.731 413.093
  33 321.328 585.565 414.686
  34 331.328 573.36 417.088
  35 341.328 574.392 421.192
  36 351.328 552.532 424.724
  37 361.328 549.875 427.505
  38 371.328 563.418 427.122
  39 381.328 546.537 432.272
  40 391.328 566.217 434.554
