# Chunk-averaged data for fix 4 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_atemp
100000 40 23040
  19 181.328 602.406 449.346
  20 191.328 592.738 447.273
  21 201.328 592.116 445.658
  22 211.328 570.095 445.764
  23 221.328 576.905 440.028
  24 231.328 596.721 437.544
  25 241.328 585.568 436.437
  26 251.328 584.23 434.262
  27 261.328 586.954 430.339
  28 271.328 608.613 427.7
  29 281.328 544.003 428.826
  30 291.328 562.74 428.373
  31 301.328 549.929 423.525
  32 311.328 567.47 423.859
  33 321.328 582.717 428.556
  34 331.328 571.289 432.629
  35 341.328 577.064 435.101
  36 351.328 554.451 436.339
  37 361.328 550.183 439.31
  38 371.328 563.018 439.541
  39 381.328 548.47 440.209
  40 391.328 566.288 441.684
800000 40 23039.999999999996
  1 1.32821 571.428 444.594
  2 11.3282 592.621 447.935
  3 21.3282 585.114 447.77
  4 31.3282 555.92 447.476
  5 41.3282 558.915 446.419
  6 51.3282 564.347 448.801
  7 61.3282 574.875 449.361
  8 71.3282 581.536 448.158
  9 81.3282 623.316 450.53
  10 91.3282 591.915 453.618
  11 101.328 603.043 455.69
  12 111.328 562.546 453.199
  13 121.328 571.54 452.89
  14 131.328 573.19 455.183
  15 141.328 551.275 454.598
  16 151.328 571.682 454.646
  17 161.328 574.589 452.879
  18 171.328 596.34 449.592
  19 181.328 602.3 445.812
  20 191.328 593.224 444.07
  21 201.328 592.707 444.868
  22 211.328 570.898 442.321
  23 221.328 576.643 441.286
  24 231.328 596.052 440.575
  25 241.328 585.195 438.623
  26 251.328 584.261 436.783
  27 261.328 586.465 432.842
  28 271.328 609.032 430.571
  29 281.328 544.904 429.749
  30 291.328 563.593 429.601
  31 301.328 549.093 426.238
  32 311.328 567.082 430.522
  33 321.328 582.201 431.24
  34 331.328 572.212 434.648
  35 341.328 577.52 436.788
  36 351.328 554.515 434.262
  37 361.328 550.737 436.8
  38 371.328 563.009 438.597
  39 381.328 547.798 440.479
  40 391.328 566.371 441.582
900000 40 23040.000000000004
  1 1.32821 571.616 444.055
  2 11.3282 592.681 447.001
  3 21.3282 585.235 450.106
  4 31.3282 555.415 453.072
  5 41.3282 558.513 454.57
  6 51.3282 563.235 454.055
  7 61.3282 574.211 454.081
  8 71.3282 581.483 452.874
  9 81.3282 623.538 455.586
  10 91.3282 591.507 458.024
  11 101.328 602.595 456.879
  12 111.328 562.167 455.043
  13 121.328 571.631 454.64
  14 131.328 573.564 454.376
  15 141.328 549.744 453.675
  16 151.328 571.256 451.579
  17 161.328 574.359 449.499
  18 171.328 597.695 448.453
  19 181.328 604.358 448.294
  20 191.328 594.24 445.955
  21 201.328 592.854 444.168
  22 211.328 570.454 443.526
  23 221.328 576.697 439.902
  24 231.328 596.508 437.115
  25 241.328 586.214 440.144
  26 251.328 584.434 436.152
  27 261.328 586.581 429.923
  28 271.328 608.119 429.395
  29 281.328 544.857 429.661
  30 291.328 563.484 427.738
  31 301.328 549.589 427.94
  32 311.328 567.865 431.306
  33 321.328 581.591 431.106
  34 331.328 572.07 432.374
  35 341.328 577.004 433.149
  36 351.328 554.422 434.721
  37 361.328 551.169 437.848
  38 371.328 562.735 437.36
  39 381.328 547.519 440.148
  40 391.328 566.793 441.603
1000000 40 23040
  1 1.32821 572.249 443.307
  2 11.3282 594.4 443.912
  3 21.3282 585.976 444.968
  4 31.3282 555.277 448.216
  5 41.3282 559.014 452.183
  6 51.3282 563.201 453.652
  7 61.3282 575.616 455.486
  8 71.3282 581.23 458.415
  9 81.3282 621.037 463.439
  10 91.3282 591.303 466.16
  11 101.328 603.226 467.535
  12 111.328 562.32 464.589
  13 121.328 571.735 460.804
  14 131.328 573.163 458.052
  15 141.328 550.303 454.772
  16 151.328 571.341 452.781
  17 161.328 574.395 451.187
  18 171.328 596.869 449.561
  19 181.328 604.917 447.916
  20 191.328 596.87 444.793
  21 201.328 591.957 439.375
  22 211.328 570.567 438.866
  23 221.328 575.928 440.413
  24 231.328 596.279 438.921
  25 241.328 584.561 436.276
  26 251.328 583.264 434.397
  27 261.328 585.869 430.801
  28 271.328 608.45 430.377
  29 281.328 544.59 430.884
  30 291.328 561.987 425.863
  31 301.328 550.386 423.831
  32 311.328 567.263 427.802
  33 321.328 581.075 430.588
  34 331.328 572.514 430.75
  35 341.328 578.177 432.012
  36 351.328 554.262 435.967
  37 361.328 550.866 437.682
  38 371.328 562.858 440.502
  39 381.328 547.984 444.074
  40 391.328 566.722 441.342
